0.979449	0.980021	0.648066	-1.769616	-0.265611	-1.191750	-0.164480	0.439477	-0.548373	-0.437982	0.811515	0.495181	-0.096268	1.366459	0.408349	0.684617	-1.380671	-0.872652	-1.290089	-0.395849	-0.728371	0.089327	0.963710	0.049017	1.886002	0.247655	0.652553	-0.372168	-2.941386	0.406993	-0.410840	0.256963	
0.810726	0.320800	0.216573	-0.633748	-0.340138	-0.192676	-0.772634	-0.926018	-1.318639	1.557851	-0.830857	1.228003	-2.109172	0.056632	0.961976	0.455010	0.306557	-1.224364	-0.945968	-0.630800	-0.788815	0.065155	0.919661	-1.398938	-0.503706	-1.094773	-1.138954	-0.381752	1.553219	-1.069412	0.593440	1.746360	
-0.124157	-0.120274	0.471022	-0.313200	0.162368	-1.782070	2.435484	0.694434	0.748829	0.246435	1.175641	-1.923629	-0.050678	-1.056302	0.661692	1.054870	0.229799	1.135795	1.543278	-0.398889	0.474248	-0.733784	-0.711906	-0.098272	-0.381493	0.113141	-0.527379	-0.881389	-2.237765	0.383030	-0.241997	-0.887236	
0.765078	-0.472593	1.586772	0.038961	-0.437740	0.542143	-1.450925	1.841056	-1.116722	-0.729562	1.028104	0.533144	-0.850277	1.147785	-1.205783	-1.257023	0.408567	-0.177394	-1.881348	-1.289050	-1.337892	1.117073	0.862011	-1.080273	0.158092	-0.371817	-0.269083	1.322671	0.361261	0.328786	-0.488359	-0.837038	
-0.572253	-1.694381	1.390308	1.988814	0.065673	1.732160	0.287119	0.829289	0.064127	0.103347	0.107494	-1.053922	0.544948	-0.305150	0.408651	1.451916	-0.271362	1.747117	0.928106	-0.927613	-0.113787	0.138004	-0.954654	0.767742	-0.227974	0.679571	0.090607	-0.663651	-1.117017	0.165608	-0.530468	2.290980	
0.251493	-0.388952	-1.487613	-0.520007	0.711175	0.232514	0.286708	-0.993816	-0.681232	1.407628	-0.215053	2.001814	1.046211	-1.451568	-0.546216	0.258919	-1.502213	-0.212077	-0.243740	1.179353	0.066219	-0.338534	0.574366	-1.004616	-0.312354	-0.692914	-0.576517	2.247774	0.091182	0.722649	0.492757	-1.068783	
-1.441917	0.739775	0.024446	-0.021126	0.697187	-1.156600	1.847892	-0.643251	0.334229	0.333540	1.035102	-0.853865	0.424713	0.724946	-0.289857	0.058656	0.461080	0.276511	1.864812	0.228235	0.899723	-0.520281	-0.190637	1.251256	1.559785	-0.103242	-1.649690	-1.787609	0.589590	-0.463208	-0.155282	-0.017595	
1.572451	-1.631341	-0.540662	-0.229936	0.208006	-0.614349	-2.520863	0.959176	-1.905328	1.664104	1.481116	0.915494	-0.913972	-0.128350	0.154384	-0.060949	-0.189481	-0.823161	1.003410	-1.582882	-0.364715	-1.595038	-0.713821	-1.785063	0.955808	-0.327099	0.457704	-0.237535	-0.157714	-0.495105	0.757033	0.497888	
-3.433329	-0.358474	-0.581377	-0.254393	-0.308009	-1.565112	-0.746776	1.366539	-0.189924	-2.193745	-0.603157	1.120018	-0.887209	-0.244830	0.952443	0.503641	-1.254302	0.054498	1.280758	-1.030330	-0.538309	1.711117	0.872085	0.628308	-0.682211	0.764891	-0.696007	0.414698	-0.056545	0.996113	0.206767	1.063750	
-0.370908	-0.011436	0.499439	0.548159	-1.182674	-1.107001	-2.284270	-0.348679	0.136112	2.570526	1.593640	-0.022030	-1.030885	0.076383	-0.223737	-0.228779	0.639547	1.131542	0.434667	3.020603	0.966501	0.459017	-0.334516	0.320225	-1.038031	-0.114953	0.572512	0.592160	0.048127	0.387013	-0.635220	1.032603	
0.101686	1.619286	-0.456182	-2.099262	-1.603235	-1.515841	-0.283431	-0.436833	-1.169125	-0.452117	-1.710430	-1.022802	1.313880	0.487077	-0.658985	-0.456699	-1.764423	-0.493098	-1.008551	0.841208	0.301531	-0.584510	-0.473113	0.652026	0.869071	1.224055	1.565859	0.114262	0.015871	1.295907	-0.215217	-0.478302	
-0.601820	0.638556	-0.713825	-1.378821	0.183747	-0.386326	-2.851244	1.886152	-0.159245	-0.195978	-0.108489	0.348993	-0.021406	0.311695	0.706905	1.286671	-1.870473	0.014858	1.068733	1.453057	0.697564	-1.556182	-0.367420	0.296086	-1.019453	1.307746	-1.134925	0.431850	-0.468991	-0.822346	-1.334595	0.362592	
-0.040539	-0.257320	0.612908	1.202028	-0.246339	2.168331	-0.601870	-0.434502	1.300134	0.215406	-0.355206	0.236931	1.146603	-1.215385	0.681255	-0.503658	-1.313379	-1.617999	1.170541	0.365288	1.004100	1.656258	-0.145178	0.447713	0.705093	1.304084	-0.628688	-1.591780	-0.872724	0.326657	-0.037617	1.572007	
-0.571757	0.354585	0.246145	0.244492	0.805724	-1.229679	-0.698201	-0.125164	-0.445621	0.578453	0.066853	-0.886218	0.827944	-2.157824	1.714317	-0.420658	-0.067296	0.307900	-1.654030	-1.299271	0.340050	0.992317	0.992816	0.738866	-0.525402	0.234085	1.190512	1.152936	-0.521560	-0.861526	0.577684	-0.386752	
-0.247663	0.211080	0.376255	-0.578476	-0.955550	-0.389726	0.034895	-2.558154	1.290222	0.377649	0.231690	0.064106	-0.652529	1.249732	-0.449468	0.270817	0.281335	-0.191199	1.529437	-1.391694	0.888512	1.445352	0.233674	-0.199668	0.444244	0.637997	0.184416	1.907413	1.049064	-0.209466	-0.771438	1.089052	
1.324534	-0.307046	0.075069	-0.742415	1.622589	-0.348609	0.707362	-1.965319	1.042797	-0.298926	-0.289397	-0.577878	-0.801621	-1.893147	1.462645	0.055132	-1.325161	-1.831757	-1.207483	-0.558199	-1.367376	1.135828	1.210398	-0.312323	0.133276	1.237918	-1.109131	-1.384306	0.469346	-0.672718	0.106912	-2.125185	
-0.372673	-0.637278	2.018144	-0.747267	-0.247590	-0.233890	0.418314	0.197260	-0.164437	0.257441	-1.347386	-0.668454	-0.887981	2.934458	-0.007281	-0.742023	0.113069	-0.484731	2.175522	0.748392	-1.966135	-0.867040	-0.945536	-1.196307	1.633166	0.872709	0.154184	-0.840299	1.190162	-0.382789	-0.561908	0.629771	
0.168425	0.991426	-0.347337	0.945466	1.040522	0.258958	-0.694746	2.217579	1.707809	0.521465	0.508282	1.313992	-0.557420	-0.403680	0.638206	-0.228044	-0.572933	-0.090141	1.212766	1.642898	0.805002	0.794465	-1.058286	-0.089303	0.433976	-1.461913	-0.041003	-0.167938	0.148662	1.403449	-1.528250	2.302155	
-0.863338	0.775794	1.030885	1.495870	-1.054422	0.261595	0.349927	0.378670	2.231988	-1.179088	1.236043	0.993767	0.269830	0.051369	0.154866	-0.507936	0.409328	0.566956	-0.917226	1.191134	-1.788471	0.509811	-0.792976	0.497152	-0.275585	0.046084	0.973974	-0.467254	-0.862432	2.762828	-0.352177	1.196506	
0.282352	0.658896	-0.487435	0.023558	-0.160705	0.024374	-0.126811	0.499956	-1.655645	0.205641	-0.206769	1.390830	-0.543557	0.451615	1.578144	-0.685809	-0.554735	-0.295017	-0.833659	-1.037958	-0.421637	1.726259	0.211465	-1.219328	-0.168250	-0.629267	-1.363012	-1.502936	-1.402690	-0.520630	-0.063825	-0.418097	
1.332554	-1.396532	-0.615035	-0.381589	0.667653	2.049064	-0.927712	0.971957	-0.464608	-1.506327	0.520864	-1.302730	0.411143	1.827535	1.349104	0.486634	-0.446109	-1.085969	-1.337213	-1.643648	0.866527	0.993459	0.420862	0.794114	0.599168	0.276048	1.196652	1.473671	-1.364584	-0.405737	-0.231273	-0.827135	
0.914639	0.812195	-1.965246	1.275200	-0.576021	-0.199881	-0.828705	0.259100	0.692217	-0.778717	-0.535443	-0.105704	-0.636436	-1.015671	0.120512	0.630969	-0.145893	-0.181087	1.312172	-0.626690	-0.560668	-0.108475	0.464706	1.039956	-0.875862	1.473923	1.125228	0.448625	0.345085	-0.940241	2.130421	0.221620	
0.901672	-0.310192	-0.450571	0.766906	0.217789	0.461863	0.485200	0.043068	-0.170001	-0.065051	0.162554	0.745272	-0.843121	-1.267919	0.063651	-0.168970	-1.149038	0.150666	-0.158962	-2.632345	0.355659	-0.358005	1.141987	1.562624	-1.034024	0.387166	0.563516	-1.471126	0.506830	0.427934	-3.310151	-0.408979	
-0.746588	0.070173	-1.078554	0.781444	0.122613	1.045444	0.915922	0.577153	0.768511	0.619000	0.460370	3.019401	1.354155	-0.290408	-1.355923	1.107128	0.122151	0.574188	1.445750	-0.584048	0.216575	2.127925	-0.569431	0.941278	1.683916	0.720963	0.659874	-0.289400	-2.060950	0.660693	-1.254608	-0.157185	
0.576035	0.569465	0.583624	-1.841839	0.281323	-0.326545	0.313092	-2.184521	0.044896	-0.536055	-0.693760	-2.627618	-0.756809	-1.999661	-0.051926	0.219262	-1.128753	-1.352554	0.127940	1.822550	0.588777	1.828504	0.072588	0.515481	-0.164964	-0.218192	1.323786	-1.272003	0.491977	1.778285	-0.702866	-1.935126	
-1.061471	-1.106077	0.006186	0.467395	-0.380217	-0.652435	-1.105922	-0.161357	-1.600613	0.122678	0.748451	0.172003	0.170273	1.057447	-0.667802	0.726877	0.582910	2.371561	-2.405162	0.210076	-1.036536	0.657004	-1.555082	-1.520481	0.417509	0.466846	-0.985946	1.311241	0.886908	0.411340	-1.141947	-1.021577	
0.234189	-1.368852	-0.392224	-1.340502	-1.141066	-0.123252	-0.001698	0.464640	0.329822	-2.240039	-0.430716	0.365447	1.521169	-2.167108	1.662163	0.145510	1.270175	0.968022	1.156806	-1.590886	-2.082148	1.668006	-1.661266	-0.495398	0.494436	0.201812	0.255514	0.733663	-0.339924	-0.110858	-1.265660	-1.289740	
-1.558573	-0.990021	0.995864	-2.953069	-0.843648	1.329817	0.257575	-1.911558	2.074649	-1.425046	-0.317029	-2.280075	-0.830873	1.742210	1.104494	0.464589	0.524014	-0.647556	-0.201509	-0.316393	-1.287982	1.328493	1.688411	0.541525	1.197608	-0.220418	-1.148028	-0.066304	-0.973917	0.150976	0.955795	-0.016749	
-0.380420	1.172590	0.680499	2.328489	0.377293	-1.546545	1.291558	0.872393	1.343167	0.697217	0.271741	-1.245303	-0.055109	0.971377	-0.562549	-0.251534	-0.602079	0.412960	0.315548	0.952608	1.147284	0.219041	-1.640254	-0.177227	-0.930331	-0.102324	-0.761568	0.149465	1.149082	1.219048	0.333101	-1.118529	
0.097866	1.392160	0.153383	-0.014348	0.565465	-0.586143	-0.142144	-0.122908	-0.658389	0.493485	0.169521	-1.552251	-0.047590	1.118694	0.187839	0.673860	-2.286955	0.513691	0.752460	-0.343020	-0.234799	-0.220724	-0.699076	0.239126	-0.151368	0.785660	1.462252	-1.419528	0.228481	-0.619132	2.243455	-0.630145	
-1.307146	-0.157589	-0.036981	0.007232	-0.351405	-1.266749	-0.683817	0.214559	-1.035301	-0.195728	-0.254217	0.182717	0.882371	1.769820	0.285525	0.549789	0.593780	1.700978	1.019239	-0.721425	0.008933	0.631414	-1.651680	0.675674	1.103404	1.764328	-0.111138	-0.226538	-0.325613	-0.484614	-0.307798	1.010440	
-0.796135	-0.395160	1.008138	-0.819465	-0.321649	1.922594	-1.046365	0.311906	0.977186	0.373085	-0.541206	0.858674	-0.507557	-1.843742	-1.122715	0.501480	1.962714	0.970009	-0.542147	-1.086107	0.519419	-0.366842	2.425904	0.776311	-1.225089	-0.744841	-0.515764	0.762217	-0.264344	0.197221	-0.316111	-1.489881	
